表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2016年6月,20210,駒ヶ根市,,550,195,32,***,85,103,29,***,5,8,1,92
人数【人】,2016年6月,20211,中野市,,626,259,11,***,66,125,56,***,12,10,4,83
人数【人】,2016年6月,20212,大町市,,461,65,79,***,83,25,73,***,6,4,60,66
人数【人】,2016年6月,20213,飯山市,,222,120,23,***,30,6,3,***,2,7,-,31
人数【人】,2016年6月,20214,茅野市,,726,161,68,***,172,103,35,***,23,10,17,137
人数【人】,2016年6月,20215,塩尻市,,1121,249,101,***,243,254,14,***,10,16,107,127
人数【人】,2016年6月,20217,佐久市,,1085,354,111,***,102,66,59,***,3,19,52,319
人数【人】,2016年6月,20218,千曲市,,702,173,186,***,54,28,58,***,9,9,22,163
人数【人】,2016年6月,20219,東御市,,474,120,105,***,9,42,29,***,1,5,8,155
人数【人】,2016年6月,20220,安曇野市,,1246,397,156,***,134,300,31,***,9,23,17,179
人数【人】,2016年6月,20303,小海町,,108,64,2,***,9,1,12,***,-,1,2,17
人数【人】,2016年6月,20304,川上村,,957,215,10,***,337,-,230,***,-,-,3,162
人数【人】,2016年6月,20305,南牧村,,487,135,12,***,249,-,71,***,1,-,-,19
人数【人】,2016年6月,20306,南相木村,,31,9,2,***,3,-,10,***,-,-,-,7
人数【人】,2016年6月,20307,北相木村,,20,15,2,***,-,-,-,***,-,-,1,2
人数【人】,2016年6月,20309,佐久穂町,,111,42,3,***,9,3,-,***,-,3,9,42
人数【人】,2016年6月,20321,軽井沢町,,395,88,43,***,8,4,13,***,7,63,20,149
人数【人】,2016年6月,20323,御代田町,,423,90,14,***,13,79,12,***,3,19,5,188
人数【人】,2016年6月,20324,立科町,,106,48,7,***,7,3,9,***,6,3,7,16
人数【人】,2016年6月,20349,青木村,,27,6,5,***,2,2,-,***,-,3,-,9
人数【人】,2016年6月,20350,長和町,,45,15,5,***,2,2,5,***,1,1,-,14
人数【人】,2016年6月,20361,下諏訪町,,260,44,47,***,62,37,25,***,1,5,4,35
人数【人】,2016年6月,20362,富士見町,,223,49,4,***,58,8,13,***,-,12,3,76
人数【人】,2016年6月,20363,原村,,82,32,1,***,5,1,21,***,-,7,-,15
人数【人】,2016年6月,20382,辰野町,,360,26,20,***,91,158,16,***,-,1,1,47
人数【人】,2016年6月,20383,箕輪町,,739,80,13,***,90,440,40,***,-,4,4,68
人数【人】,2016年6月,20384,飯島町,,217,33,3,***,70,38,21,***,-,4,1,47
人数【人】,2016年6月,20385,南箕輪村,,308,66,32,***,62,64,17,***,5,-,2,60
人数【人】,2016年6月,20386,中川村,,50,30,-,***,6,1,4,***,-,2,-,7
人数【人】,2016年6月,20388,宮田村,,223,111,10,***,54,22,3,***,-,3,1,19
人数【人】,2016年6月,20402,松川町,,111,45,11,***,21,13,6,***,-,1,-,14
人数【人】,2016年6月,20403,高森町,,105,55,3,***,14,20,-,***,-,1,1,11
人数【人】,2016年6月,20404,阿南町,,48,28,2,***,7,3,-,***,-,2,-,6
人数【人】,2016年6月,20407,阿智村,,138,103,1,***,15,8,4,***,1,3,-,3
人数【人】,2016年6月,20409,平谷村,,2,1,1,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,20410,根羽村,,10,-,-,***,3,-,6,***,-,1,-,-
人数【人】,2016年6月,20411,下條村,,41,23,-,***,6,6,-,***,-,-,-,6
人数【人】,2016年6月,20412,売木村,,3,1,-,***,-,2,-,***,-,-,-,-
人数【人】,2016年6月,20413,天龍村,,20,2,14,***,2,-,-,***,-,-,-,2
人数【人】,2016年6月,20414,泰阜村,,31,23,-,***,3,2,-,***,-,1,-,2
人数【人】,2016年6月,20415,喬木村,,69,49,-,***,6,13,-,***,-,-,1,-
人数【人】,2016年6月,20416,豊丘村,,112,95,1,***,9,3,-,***,-,1,-,3
人数【人】,2016年6月,20417,大鹿村,,8,3,1,***,1,-,-,***,-,-,-,3
人数【人】,2016年6月,20422,上松町,,60,13,6,***,36,-,1,***,-,1,-,3
人数【人】,2016年6月,20423,南木曽町,,30,10,4,***,6,2,-,***,-,1,-,7
人数【人】,2016年6月,20425,木祖村,,27,17,3,***,6,-,-,***,-,-,-,1
人数【人】,2016年6月,20429,王滝村,,14,2,1,***,2,-,7,***,-,-,-,2
人数【人】,2016年6月,20430,大桑村,,49,4,14,***,10,-,-,***,-,1,-,20
人数【人】,2016年6月,20432,木曽町,,140,35,16,***,62,13,-,***,-,5,-,9
人数【人】,2016年6月,20446,麻績村,,15,1,1,***,2,8,-,***,-,2,-,1
人数【人】,2016年6月,20448,生坂村,,13,3,2,***,2,-,-,***,-,1,1,4
人数【人】,2016年6月,20450,山形村,,91,13,16,***,8,10,26,***,-,-,-,18
人数【人】,2016年6月,20451,朝日村,,27,9,4,***,6,4,-,***,-,-,-,4
人数【人】,2016年6月,20452,筑北村,,35,11,3,***,4,6,4,***,-,-,-,7
人数【人】,2016年6月,20481,池田町,,88,30,3,***,12,10,10,***,-,2,2,19
人数【人】,2016年6月,20482,松川村,,118,54,23,***,17,14,-,***,2,-,3,5
人数【人】,2016年6月,20485,白馬村,,380,18,28,***,21,7,-,***,3,9,41,253
人数【人】,2016年6月,20486,小谷村,,59,10,16,***,1,2,-,***,-,2,6,22
人数【人】,2016年6月,20521,坂城町,,340,112,25,***,57,83,4,***,-,2,1,56
人数【人】,2016年6月,20541,小布施町,,58,24,4,***,1,-,-,***,1,6,1,21
人数【人】,2016年6月,20543,高山村,,53,13,1,***,3,4,17,***,-,1,1,13
人数【人】,2016年6月,20561,山ノ内町,,163,15,21,***,15,5,6,***,5,4,10,82
人数【人】,2016年6月,20562,木島平村,,29,13,2,***,5,-,-,***,-,-,-,9
人数【人】,2016年6月,20563,野沢温泉村,,47,4,2,***,2,-,-,***,-,4,1,34
人数【人】,2016年6月,20583,信濃町,,76,19,9,***,7,-,2,***,-,27,-,12
人数【人】,2016年6月,20588,小川村,,13,1,-,***,2,2,-,***,-,1,-,7
人数【人】,2016年6月,20590,飯綱町,,54,15,4,***,9,1,-,***,-,3,-,22
人数【人】,2016年6月,20602,栄村,,16,7,2,***,6,-,-,***,-,1,-,-
人数【人】,2016年6月,21201,岐阜市,,8877,3006,1201,***,1966,238,780,***,177,126,36,1347
人数【人】,2016年6月,21202,大垣市,,4587,1209,298,***,351,2085,111,***,76,38,8,411
人数【人】,2016年6月,21203,高山市,,567,131,125,***,71,22,60,***,16,19,23,100
人数【人】,2016年6月,21204,多治見市,,1557,508,469,***,169,55,100,***,24,14,11,207
人数【人】,2016年6月,21205,関市,,1727,587,73,***,186,383,282,***,15,15,4,182
人数【人】,2016年6月,21206,中津川市,,1037,336,57,***,159,109,122,***,17,11,4,222
人数【人】,2016年6月,21207,美濃市,,398,172,6,***,11,14,134,***,8,2,1,50
人数【人】,2016年6月,21208,瑞浪市,,931,167,69,***,399,120,75,***,15,5,2,79
人数【人】,2016年6月,21209,羽島市,,1097,459,117,***,107,19,197,***,9,2,8,179
人数【人】,2016年6月,21210,恵那市,,586,136,68,***,141,67,66,***,11,8,3,86
人数【人】,2016年6月,21211,美濃加茂市,,4575,307,85,***,1819,2025,149,***,9,6,5,170
人数【人】,2016年6月,21212,土岐市,,1630,243,237,***,601,193,74,***,8,7,5,262
人数【人】,2016年6月,21213,各務原市,,2876,542,314,***,476,843,168,***,23,16,8,486
人数【人】,2016年6月,21214,可児市,,6381,393,224,***,2925,2445,104,***,12,18,6,254
人数【人】,2016年6月,21215,山県市,,621,378,9,***,30,25,106,***,6,5,1,61
人数【人】,2016年6月,21216,瑞穂市,,1931,587,125,***,655,210,162,***,14,4,8,166
人数【人】,2016年6月,21217,飛騨市,,123,37,36,***,17,1,17,***,-,3,1,11
人数【人】,2016年6月,21218,本巣市,,481,245,16,***,35,12,52,***,33,3,7,78
人数【人】,2016年6月,21219,郡上市,,420,239,11,***,41,19,59,***,16,4,8,23
人数【人】,2016年6月,21220,下呂市,,362,115,37,***,64,36,46,***,3,12,8,41
人数【人】,2016年6月,21221,海津市,,569,238,18,***,23,44,81,***,16,1,2,146
人数【人】,2016年6月,21302,岐南町,,539,226,60,***,91,16,48,***,2,1,3,92
人数【人】,2016年6月,21303,笠松町,,266,107,25,***,53,11,35,***,2,3,1,29
人数【人】,2016年6月,21341,養老町,,519,282,31,***,30,30,58,***,3,2,1,82
人数【人】,2016年6月,21361,垂井町,,805,264,21,***,18,377,38,***,10,2,5,70
人数【人】,2016年6月,21362,関ケ原町,,129,39,14,***,11,13,34,***,-,1,-,17
人数【人】,2016年6月,21381,神戸町,,367,159,14,***,43,71,38,***,4,1,2,35
人数【人】,2016年6月,21382,輪之内町,,303,134,4,***,7,15,94,***,-,1,-,48
人数【人】,2016年6月,21383,安八町,,185,76,16,***,25,12,19,***,12,-,1,24
人数【人】,2016年6月,21401,揖斐川町,,90,26,13,***,18,2,11,***,2,6,-,12
人数【人】,2016年6月,21403,大野町,,227,107,13,***,44,18,3,***,-,4,-,38
人数【人】,2016年6月,21404,池田町,,306,161,12,***,32,37,24,***,-,2,2,36
人数【人】,2016年6月,21421,北方町,,478,194,33,***,98,23,48,***,28,-,2,52
人数【人】,2016年6月,21501,坂祝町,,529,56,7,***,88,302,47,***,1,-,-,28
人数【人】,2016年6月,21502,富加町,,117,48,2,***,8,38,11,***,-,1,1,8
人数【人】,2016年6月,21503,川辺町,,157,23,1,***,13,56,40,***,9,-,-,15
人数【人】,2016年6月,21504,七宗町,,26,8,-,***,8,-,9,***,-,-,-,1
人数【人】,2016年6月,21505,八百津町,,82,18,8,***,18,12,12,***,-,-,-,14
人数【人】,2016年6月,21506,白川町,,80,12,6,***,14,6,20,***,-,-,-,22
人数【人】,2016年6月,21507,東白川村,,13,11,-,***,2,-,-,***,-,-,-,-
人数【人】,2016年6月,21521,御嵩町,,415,48,94,***,58,80,88,***,-,2,1,44
人数【人】,2016年6月,21604,白川村,,23,7,-,***,1,4,3,***,-,-,1,7
人数【人】,2016年6月,22100,静岡市,,8591,2102,1357,***,1197,641,586,***,466,179,133,1930
人数【人】,2016年6月,22101,葵区,,2408,533,516,***,392,42,128,***,175,71,35,516
人数【人】,2016年6月,22102,駿河区,,3660,836,560,***,464,119,334,***,258,70,47,972
人数【人】,2016年6月,22103,清水区,,2523,733,281,***,341,480,124,***,33,38,51,442
人数【人】,2016年6月,22130,浜松市,,22133,2508,1220,***,3399,9102,1598,***,213,160,129,3804
人数【人】,2016年6月,22131,中区,,9056,1012,659,***,1144,3694,746,***,117,98,69,1517
人数【人】,2016年6月,22132,東区,,3177,419,165,***,653,1260,132,***,44,11,16,477
人数【人】,2016年6月,22133,西区,,2359,206,101,***,183,853,277,***,8,10,20,701
人数【人】,2016年6月,22134,南区,,4010,407,146,***,383,2273,104,***,6,9,6,676
人数【人】,2016年6月,22135,北区,,1291,236,45,***,183,335,248,***,21,14,14,195
人数【人】,2016年6月,22136,浜北区,,1925,194,79,***,807,544,72,***,16,13,3,197
人数【人】,2016年6月,22137,天竜区,,315,34,25,***,46,143,19,***,1,5,1,41
人数【人】,2016年6月,22203,沼津市,,3638,754,381,***,1019,217,220,***,16,77,53,901
人数【人】,2016年6月,22205,熱海市,,379,87,86,***,72,22,13,***,5,16,25,53
人数【人】,2016年6月,22206,三島市,,1264,232,180,***,201,161,83,***,13,22,17,355
人数【人】,2016年6月,22207,富士宮市,,1753,361,78,***,179,440,202,***,39,14,14,426
人数【人】,2016年6月,22208,伊東市,,485,118,59,***,142,4,2,***,4,25,20,111
人数【人】,2016年6月,22209,島田市,,1076,244,41,***,269,179,81,***,20,10,6,226
人数【人】,2016年6月,22210,富士市,,4746,832,436,***,807,1278,231,***,32,40,38,1052
人数【人】,2016年6月,22211,磐田市,,6565,491,117,***,1000,3957,172,***,31,21,21,755
人数【人】,2016年6月,22212,焼津市,,3390,513,107,***,1322,767,95,***,26,17,7,536
人数【人】,2016年6月,22213,掛川市,,3820,740,82,***,780,1580,87,***,10,40,15,486
人数【人】,2016年6月,22214,藤枝市,,1486,261,100,***,292,278,66,***,8,24,14,443
人数【人】,2016年6月,22215,御殿場市,,1923,253,163,***,511,484,51,***,11,22,45,383
人数【人】,2016年6月,22216,袋井市,,3400,337,72,***,293,2047,168,***,33,11,17,422
人数【人】,2016年6月,22219,下田市,,185,30,30,***,35,4,-,***,-,11,24,51
人数【人】,2016年6月,22220,裾野市,,691,149,30,***,103,117,67,***,2,17,24,182
人数【人】,2016年6月,22221,湖西市,,2740,205,39,***,176,1345,172,***,21,10,2,770
人数【人】,2016年6月,22222,伊豆市,,196,44,26,***,31,13,11,***,-,11,15,45
人数【人】,2016年6月,22223,御前崎市,,902,82,18,***,336,325,37,***,1,2,7,94
人数【人】,2016年6月,22224,菊川市,,2918,177,25,***,633,1775,66,***,1,2,4,235
人数【人】,2016年6月,22225,伊豆の国市,,457,81,47,***,98,33,73,***,3,14,8,100
人数【人】,2016年6月,22226,牧之原市,,1288,206,21,***,290,544,80,***,-,8,5,134
人数【人】,2016年6月,22301,東伊豆町,,100,30,13,***,8,10,-,***,-,5,24,10
人数【人】,2016年6月,22302,河津町,,33,4,5,***,3,1,-,***,-,1,7,12
人数【人】,2016年6月,22304,南伊豆町,,41,6,6,***,4,1,2,***,-,3,1,18
人数【人】,2016年6月,22305,松崎町,,28,7,2,***,5,-,-,***,-,3,-,11
人数【人】,2016年6月,22306,西伊豆町,,82,27,8,***,15,-,10,***,-,3,9,10
人数【人】,2016年6月,22325,函南町,,311,39,34,***,72,13,35,***,3,11,15,89
人数【人】,2016年6月,22341,清水町,,1036,63,40,***,544,161,30,***,2,3,6,187
人数【人】,2016年6月,22342,長泉町,,364,82,73,***,46,39,19,***,2,12,2,89
人数【人】,2016年6月,22344,小山町,,144,19,15,***,23,31,1,***,-,5,1,49
人数【人】,2016年6月,22424,吉田町,,1095,254,13,***,310,222,82,***,24,8,2,180
人数【人】,2016年6月,22429,川根本町,,91,53,1,***,17,8,4,***,-,1,-,7
人数【人】,2016年6月,22461,森町,,233,92,9,***,19,55,29,***,1,-,-,28
人数【人】,2016年6月,23100,名古屋市,,71886,22012,16385,***,8259,3894,4869,***,3062,1699,1050,10656
人数【人】,2016年6月,23101,千種区,,5320,1670,1295,***,370,64,506,***,255,199,109,852
人数【人】,2016年6月,23102,東区,,3171,1101,766,***,315,52,213,***,137,118,101,368
人数【人】,2016年6月,23103,北区,,4937,1465,1284,***,917,146,188,***,273,78,63,523
人数【人】,2016年6月,23104,西区,,3480,853,788,***,408,117,281,***,286,103,40,604
人数【人】,2016年6月,23105,中村区,,5334,1120,1404,***,349,62,808,***,731,95,68,697
人数【人】,2016年6月,23106,中区,,8147,2898,1119,***,1679,215,418,***,383,224,176,1035
人数【人】,2016年6月,23107,昭和区,,3985,1450,708,***,178,48,303,***,118,123,90,967
人数【人】,2016年6月,23108,瑞穂区,,1840,554,565,***,174,93,65,***,26,81,28,254
人数【人】,2016年6月,23109,熱田区,,1976,541,432,***,176,148,173,***,91,51,32,332
人数【人】,2016年6月,23110,中川区,,5793,1751,1597,***,631,373,396,***,161,62,75,747
人数【人】,2016年6月,23111,港区,,7643,2081,1324,***,875,1487,378,***,87,20,33,1358
人数【人】,2016年6月,23112,南区,,4994,1517,1318,***,701,396,383,***,112,29,35,503
人数【人】,2016年6月,23113,守山区,,4001,1042,1390,***,450,155,184,***,158,53,32,537
人数【人】,2016年6月,23114,緑区,,4641,1665,964,***,486,390,374,***,96,23,40,603
人数【人】,2016年6月,23115,名東区,,3479,1195,732,***,273,65,42,***,58,330,58,726
人数【人】,2016年6月,23116,天白区,,3145,1109,699,***,277,83,157,***,90,110,70,550
人数【人】,2016年6月,23201,豊橋市,,14899,1403,1293,***,2888,6775,385,***,94,60,34,1967
人数【人】,2016年6月,23202,岡崎市,,9929,1638,1321,***,1674,3290,675,***,144,74,86,1027
人数【人】,2016年6月,23203,一宮市,,5423,1469,1019,***,1413,243,419,***,107,45,27,681
人数【人】,2016年6月,23204,瀬戸市,,3582,461,860,***,608,512,148,***,24,26,26,917
人数【人】,2016年6月,23205,半田市,,3002,481,330,***,237,1310,201,***,21,19,15,388
人数【人】,2016年6月,23206,春日井市,,6461,1268,1801,***,1126,382,487,***,129,86,29,1153
人数【人】,2016年6月,23207,豊川市,,5308,707,547,***,537,2289,189,***,102,28,14,895
人数【人】,2016年6月,23208,津島市,,1047,188,161,***,187,183,133,***,20,8,19,148
人数【人】,2016年6月,23209,碧南市,,3767,345,82,***,408,1970,282,***,24,11,6,639
人数【人】,2016年6月,23210,刈谷市,,4078,946,295,***,1097,760,293,***,49,32,40,566
人数【人】,2016年6月,23211,豊田市,,15539,2746,1210,***,1610,5948,797,***,493,62,153,2520
人数【人】,2016年6月,23212,安城市,,6335,1006,319,***,1675,2056,354,***,51,20,78,776
人数【人】,2016年6月,23213,西尾市,,7329,747,277,***,1082,2872,924,***,99,12,30,1286
人数【人】,2016年6月,23214,蒲郡市,,2452,356,50,***,1116,370,104,***,24,3,14,415
人数【人】,2016年6月,23215,犬山市,,1963,335,165,***,295,210,397,***,5,20,5,531
人数【人】,2016年6月,23216,常滑市,,1008,249,119,***,109,259,109,***,9,9,19,126
人数【人】,2016年6月,23217,江南市,,1635,320,162,***,351,396,97,***,29,11,10,259
人数【人】,2016年6月,23219,小牧市,,8124,966,453,***,1144,3082,545,***,12,16,18,1888
人数【人】,2016年6月,23220,稲沢市,,2742,499,232,***,506,939,223,***,44,8,16,275
人数【人】,2016年6月,23221,新城市,,773,110,22,***,108,307,125,***,11,6,4,80
人数【人】,2016年6月,23222,東海市,,1504,301,420,***,245,107,183,***,20,5,14,209
人数【人】,2016年6月,23223,大府市,,2206,512,209,***,328,362,379,***,47,14,12,343
人数【人】,2016年6月,23224,知多市,,2008,214,113,***,287,510,334,***,19,9,6,516
人数【人】,2016年6月,23225,知立市,,4582,498,121,***,585,2469,236,***,57,19,20,577
人数【人】,2016年6月,23226,尾張旭市,,1145,239,368,***,208,34,36,***,34,15,15,196
人数【人】,2016年6月,23227,高浜市,,2800,216,134,***,319,1548,244,***,11,2,4,322
人数【人】,2016年6月,23228,岩倉市,,2314,125,146,***,325,1261,73,***,22,9,8,345
人数【人】,2016年6月,23229,豊明市,,2688,402,153,***,360,993,321,***,33,11,16,399
人数【人】,2016年6月,23230,日進市,,1338,381,288,***,112,94,69,***,12,88,19,275
人数【人】,2016年6月,23231,田原市,,1407,727,49,***,270,32,174,***,3,7,5,140
人数【人】,2016年6月,23232,愛西市,,710,227,90,***,87,104,93,***,6,5,6,92
人数【人】,2016年6月,23233,清須市,,1521,297,400,***,168,274,118,***,13,13,10,228
人数【人】,2016年6月,23234,北名古屋市,,1648,306,278,***,354,206,214,***,25,7,10,248
人数【人】,2016年6月,23235,弥富市,,1436,251,96,***,199,425,204,***,13,3,3,242
人数【人】,2016年6月,23236,みよし市,,1755,332,125,***,277,601,110,***,50,10,8,242
人数【人】,2016年6月,23237,あま市,,1891,393,330,***,309,239,211,***,9,5,10,385
人数【人】,2016年6月,23238,長久手市,,857,232,180,***,61,40,51,***,13,70,13,197
人数【人】,2016年6月,23302,東郷町,,1033,231,125,***,165,179,107,***,35,6,15,170
人数【人】,2016年6月,23342,豊山町,,434,68,70,***,185,1,27,***,6,9,2,66
人数【人】,2016年6月,23361,大口町,,435,144,33,***,44,85,58,***,16,2,1,52
人数【人】,2016年6月,23362,扶桑町,,352,75,38,***,45,70,52,***,4,2,3,63
人数【人】,2016年6月,23424,大治町,,619,130,185,***,91,51,25,***,7,3,2,125
人数【人】,2016年6月,23425,蟹江町,,1158,164,175,***,272,174,187,***,11,7,7,161
人数【人】,2016年6月,23427,飛島村,,178,39,10,***,6,8,55,***,-,1,-,59
人数【人】,2016年6月,23441,阿久比町,,289,103,31,***,30,57,29,***,-,3,5,31
人数【人】,2016年6月,23442,東浦町,,1441,164,62,***,151,823,77,***,10,6,16,132
人数【人】,2016年6月,23445,南知多町,,488,341,9,***,28,4,82,***,-,-,2,22
人数【人】,2016年6月,23446,美浜町,,235,91,42,***,21,37,13,***,-,4,-,27
人数【人】,2016年6月,23447,武豊町,,802,84,44,***,115,364,40,***,-,4,5,146
人数【人】,2016年6月,23501,幸田町,,832,130,27,***,206,223,94,***,8,8,2,134
人数【人】,2016年6月,23561,設楽町,,37,6,5,***,4,18,-,***,-,1,-,3
人数【人】,2016年6月,23562,東栄町,,29,9,8,***,1,-,3,***,-,-,-,8
人数【人】,2016年6月,23563,豊根村,,11,-,1,***,-,4,-,***,-,1,-,5
人数【人】,2016年6月,24201,津市,,7639,1543,457,***,1247,2062,658,***,151,46,36,1439
人数【人】,2016年6月,24202,四日市市,,8312,1461,1604,***,726,2162,471,***,314,57,75,1442
人数【人】,2016年6月,24203,伊勢市,,872,329,153,***,75,90,51,***,21,28,12,113
人数【人】,2016年6月,24204,松阪市,,3939,644,236,***,2346,208,164,***,11,30,10,290
人数【人】,2016年6月,24205,桑名市,,3287,507,659,***,382,711,273,***,30,22,20,683
人数【人】,2016年6月,24207,鈴鹿市,,7300,919,542,***,504,2639,312,***,24,33,35,2292
人数【人】,2016年6月,24208,名張市,,576,166,126,***,94,65,21,***,5,11,4,84
人数【人】,2016年6月,24209,尾鷲市,,154,54,35,***,35,3,4,***,-,3,-,20
人数【人】,2016年6月,24210,亀山市,,1640,303,66,***,135,737,133,***,13,7,19,227
人数【人】,2016年6月,24211,鳥羽市,,121,52,13,***,8,1,1,***,-,1,2,43
人数【人】,2016年6月,24212,熊野市,,77,26,9,***,21,1,5,***,-,4,3,8
人数【人】,2016年6月,24214,いなべ市,,1529,230,72,***,94,445,202,***,6,7,1,472
人数【人】,2016年6月,24215,志摩市,,302,65,30,***,17,9,13,***,-,5,11,152
人数【人】,2016年6月,24216,伊賀市,,4498,642,290,***,214,2045,312,***,12,13,59,911
人数【人】,2016年6月,24303,木曽岬町,,326,19,19,***,32,92,33,***,-,-,-,131
人数【人】,2016年6月,24324,東員町,,506,85,49,***,33,164,85,***,14,3,2,71
人数【人】,2016年6月,24341,菰野町,,838,138,85,***,43,222,117,***,8,9,3,213
人数【人】,2016年6月,24343,朝日町,,171,64,13,***,8,31,6,***,6,4,2,37
人数【人】,2016年6月,24344,川越町,,403,114,43,***,29,83,34,***,-,-,2,98
人数【人】,2016年6月,24441,多気町,,104,34,6,***,16,10,4,***,-,2,2,30
人数【人】,2016年6月,24442,明和町,,154,62,28,***,14,5,10,***,-,3,2,30
人数【人】,2016年6月,24443,大台町,,78,37,5,***,8,1,18,***,-,1,-,8
人数【人】,2016年6月,24461,玉城町,,188,136,9,***,4,6,14,***,-,1,-,18
人数【人】,2016年6月,24470,度会町,,46,25,4,***,4,-,1,***,-,-,-,12
人数【人】,2016年6月,24471,大紀町,,86,50,11,***,12,3,2,***,-,2,1,5
人数【人】,2016年6月,24472,南伊勢町,,49,16,2,***,8,1,12,***,-,2,3,5
人数【人】,2016年6月,24543,紀北町,,283,107,7,***,76,1,25,***,5,1,-,61
人数【人】,2016年6月,24561,御浜町,,43,1,4,***,11,-,11,***,-,2,3,11
人数【人】,2016年6月,24562,紀宝町,,70,43,1,***,17,1,1,***,-,4,-,3
人数【人】,2016年6月,25201,大津市,,4001,769,1822,***,222,182,74,***,29,120,52,731
人数【人】,2016年6月,25202,彦根市,,2216,551,200,***,418,490,253,***,14,45,27,218
人数【人】,2016年6月,25203,長浜市,,3146,469,90,***,198,1686,59,***,15,36,7,586
人数【人】,2016年6月,25204,近江八幡市,,1129,253,173,***,139,318,13,***,9,29,8,187
人数【人】,2016年6月,25206,草津市,,1879,621,474,***,165,137,97,***,20,38,17,310
人数【人】,2016年6月,25207,守山市,,779,215,230,***,60,55,52,***,12,9,10,136
人数【人】,2016年6月,25208,栗東市,,1010,211,218,***,75,246,27,***,4,13,10,206
人数【人】,2016年6月,25209,甲賀市,,2769,366,231,***,309,1175,160,***,12,14,14,488
人数【人】,2016年6月,25210,野洲市,,490,140,97,***,53,43,29,***,20,7,3,98
人数【人】,2016年6月,25211,湖南市,,2331,158,302,***,83,1116,47,***,6,7,1,611
人数【人】,2016年6月,25212,高島市,,414,70,213,***,20,32,11,***,2,13,4,49
人数【人】,2016年6月,25213,東近江市,,2746,381,213,***,303,1348,88,***,10,17,4,382
人数【人】,2016年6月,25214,米原市,,495,159,32,***,18,209,25,***,-,11,3,38
人数【人】,2016年6月,25383,日野町,,392,49,44,***,42,163,39,***,5,3,1,46
人数【人】,2016年6月,25384,竜王町,,142,56,19,***,6,12,22,***,-,-,-,27
人数【人】,2016年6月,25425,愛荘町,,783,86,42,***,77,460,30,***,-,5,1,82
人数【人】,2016年6月,25441,豊郷町,,140,27,-,***,22,73,7,***,5,2,-,4
人数【人】,2016年6月,25442,甲良町,,36,10,4,***,8,2,9,***,-,1,-,2
人数【人】,2016年6月,25443,多賀町,,31,3,1,***,5,4,11,***,-,-,-,7
人数【人】,2016年6月,26100,京都市,,42359,9981,20580,***,960,159,1093,***,300,1105,1310,6871
人数【人】,2016年6月,26101,北区,,2844,522,1388,***,31,6,49,***,25,141,76,606
人数【人】,2016年6月,26102,上京区,,2974,877,914,***,25,17,155,***,9,155,196,626
人数【人】,2016年6月,26103,左京区,,6474,1696,2154,***,74,36,107,***,62,252,364,1729
人数【人】,2016年6月,26104,中京区,,2550,613,1099,***,36,9,97,***,22,124,125,425
人数【人】,2016年6月,26105,東山区,,1027,227,356,***,79,6,38,***,14,33,66,208
人数【人】,2016年6月,26106,下京区,,2258,648,804,***,48,13,83,***,15,87,134,426
人数【人】,2016年6月,26107,南区,,5774,726,4176,***,106,6,142,***,16,33,63,506
人数【人】,2016年6月,26108,右京区,,5390,806,3317,***,106,14,112,***,34,111,106,784
人数【人】,2016年6月,26109,伏見区,,8290,3202,3525,***,259,24,254,***,61,76,89,800
人数【人】,2016年6月,26110,山科区,,1927,294,982,***,137,15,19,***,20,49,55,356
人数【人】,2016年6月,26111,西京区,,2851,370,1865,***,59,13,37,***,22,44,36,405
人数【人】,2016年6月,26201,福知山市,,885,142,292,***,225,31,81,***,3,14,8,89
人数【人】,2016年6月,26202,舞鶴市,,983,88,429,***,233,17,58,***,4,15,2,137
人数【人】,2016年6月,26203,綾部市,,359,111,65,***,36,2,70,***,2,6,1,66
人数【人】,2016年6月,26204,宇治市,,2741,723,1322,***,102,17,91,***,44,40,41,361
人数【人】,2016年6月,26205,宮津市,,136,8,56,***,42,-,10,***,2,8,1,9
人数【人】,2016年6月,26206,亀岡市,,813,152,374,***,65,11,35,***,36,14,16,110
人数【人】,2016年6月,26207,城陽市,,573,96,306,***,23,4,26,***,3,12,7,96
人数【人】,2016年6月,26208,向日市,,453,45,274,***,10,4,13,***,15,10,6,76
人数【人】,2016年6月,26209,長岡京市,,609,127,237,***,46,4,32,***,18,17,19,109
人数【人】,2016年6月,26210,八幡市,,955,188,270,***,42,48,40,***,8,12,15,332
人数【人】,2016年6月,26211,京田辺市,,775,277,257,***,29,5,36,***,3,45,11,112
人数【人】,2016年6月,26212,京丹後市,,385,83,85,***,113,-,64,***,2,13,-,25
人数【人】,2016年6月,26213,南丹市,,265,28,149,***,22,4,17,***,-,7,5,33
人数【人】,2016年6月,26214,木津川市,,530,114,151,***,25,17,28,***,7,29,8,151
人数【人】,2016年6月,26303,大山崎町,,136,13,65,***,4,-,35,***,-,4,1,14
人数【人】,2016年6月,26322,久御山町,,403,107,143,***,12,22,53,***,8,1,1,56
人数【人】,2016年6月,26343,井手町,,74,12,33,***,-,2,2,***,-,2,-,23
人数【人】,2016年6月,26344,宇治田原町,,162,91,15,***,1,5,30,***,-,4,-,16
